蝺剁蕭?,蝑蕭?,類近題目
2014,"📌 參考答案
B. 血液中的水在接近動脈的一端離開微血管 → 流體靜壓
B. Water in blood leaves the capillary at the arterial end → Hydrostatic pressure

📌 詳細解釋 (Detailed Explanation)

1️⃣ 選項 A ❌
組織液進入淋巴管的主要驅動力不是滲透作用，而是 流體靜壓（過多的組織液被迫回收）。
The main driving force for tissue fluid entering lymphatic vessels is not osmosis but hydrostatic pressure (excess tissue fluid forced into lymph).

2️⃣ 選項 B ✅
在微血管的小動脈端，血壓較高 → 流體靜壓推動血液中的水分滲出，進入組織間隙形成組織液。
At the arterial end of a capillary, blood pressure is higher → hydrostatic pressure drives water out of blood into tissue spaces to form tissue fluid.

👉 這是正確的組合。
👉 This is the correct matching.

3️⃣ 選項 C ❌
在小靜脈端，血液中血漿蛋白造成較高的膠體滲透壓，使水分回流進入微血管。
At the venous end of a capillary, plasma proteins create higher osmotic pressure, pulling water back in.

主要驅動力應為 滲透作用 (osmosis)，不是主動運輸。
The main driving force is osmosis, not active transport.

4️⃣ 選項 D ❌
小腸腔內的水進入微血管，是因為微血管中血液的水勢低於腸腔水勢 → 滲透作用，
而不是單純的擴散作用。
Water enters capillaries from the small intestine because blood water potential is lower than intestinal lumen → osmosis, not simple diffusion.

📌 結論
正確的組合只有 B：
「血液中的水在動脈端流出微血管」← 流體靜壓推動。
The only correct matching is B:
“Water leaves the capillary at the arterial end” ← driven by hydrostatic pressure.

📌 考試提醒 (Exam Tips)

動脈端 (Arterial end)：流體靜壓 > 膠體滲透壓 → 水分外流。
Arterial end: hydrostatic pressure > osmotic pressure → water leaves capillary.

靜脈端 (Venous end)：流體靜壓下降，膠體滲透壓佔優勢 → 水分回流。
Venous end: hydrostatic pressure lower, osmotic pressure stronger → water enters capillary.

淋巴系統：回收多餘的組織液，維持體液平衡。
Lymphatic system: recovers excess tissue fluid, maintains fluid balance.",
2015,"📌 參考答案
B

📌 詳細解釋 (Detailed Explanation)

1️⃣ 物種 T

T 沒有任何特徵 (+ 全部為 –)，所以與其他物種的親緣關係最遠。
T has none of the listed traits (all “–”), so it must be most distantly related to the others.
👉 在演化樹上，T 應該最早分支出去。
👉 On the phylogenetic tree, T should branch off first.

2️⃣ 物種 P 與 Q

P：有 1, 2, 4
Q：有 1, 2
差別只在「特徵 4」。
Difference: only trait 4.
👉 親緣關係非常近。
👉 Therefore, P and Q are very closely related.

3️⃣ 物種 R 與 S

R：有 1, 5
S：有 3, 5
差別只在「特徵 3」。
Difference: only trait 3.
👉 R 與 S 也是緊密相關。
👉 R and S are also closely related.

4️⃣ 整體關係

(P, Q) 一組
(R, S) 一組
T 最遠
(P, Q) 與 (R, S) 再合併
(T) 與這四者最遠
Only 圖 B 符合此結構。
Only diagram B matches this structure.

📌 考試提醒 (Exam Tips)

特徵越相似 → 親緣越近。
The more shared traits → the closer the relationship.

沒有特徵者，多半是「最早分支」(outgroup)。
Species with no traits often represent the outgroup.

解題步驟：

找出 outgroup（最少特徵）。
找出差異最少的物種 → 配對。
再將各組合併。",
2016,"📌 參考答案 (Suggested Answer)
✅ A. 分隔

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

澳洲與其他大陸長期地理隔離，導致族群間基因流動被阻斷。

Australia has been geographically isolated from other continents for a long period, which blocked gene flow between populations.

在隔離狀態下，不同環境壓力、突變與競爭會在各自族群中累積，造成基因差異逐漸擴大。

Under isolation, different environmental pressures, mutations, and competition accumulate within populations, causing genetic differences to gradually increase.

當差異大到使群體間無法再交配繁殖，就會形成新的物種。

When the differences become large enough that populations can no longer interbreed, new species are formed.

📌 考試提醒 (Exam Tips)
分隔 (isolation)：形成新物種的必要條件 → 阻止基因流動。

Isolation: essential factor for speciation → prevents gene flow.

突變 / 環境壓力 / 競爭：在隔離的基礎上影響族群內的基因庫。

Mutation / environmental pressure / competition: act within isolated populations to alter the gene pool.

澳洲特有種 (袋鼠、無尾熊等) → 典型例子，源於長期地理隔離。

Australian endemic species (kangaroos, koalas, etc.) → classic examples from long-term geographic isolation.
",
2017,"📌 參考答案 (Suggested Answer)
✅ D. 重組基因技術可以在不同物種之間傳遞基因。

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

傳統繁殖只限於同一物種或相近物種之間基因的傳遞。

Traditional breeding can only transfer genes within the same or closely related species.

重組基因技術 則能突破這限制，將基因從一個物種轉入另一個完全不同的物種中。

Recombinant DNA technology breaks this limit, allowing genes to be transferred from one species to a completely different one.

例如把抗蟲基因導入作物，就能使該植物獲得傳統育種無法得到的新特性。

For example, inserting pest-resistance genes into crops allows them to gain traits impossible to achieve through conventional breeding.

📌 考試提醒 (Exam Tips)
相同物種基因轉移：傳統育種已可做到。

Gene transfer within same species: possible with conventional breeding.

跨物種基因轉移：只有基因工程能做到 → 重組基因技術的最大優勢。

Cross-species transfer: only possible with genetic engineering → the key advantage of recombinant DNA technology.

記法：跨物種 = 必須靠科技。

Mnemonic: Across species = must use technology.",
2018,"📌 參考答案 (Suggested Answer)
✅ C. 只有 (2) 和 (3)

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

(1) 對照組設計：段落中沒有提到對照組，因此不屬於這題重點。

(1) Control group: The passage does not mention it, so it’s irrelevant here.

(2) 競爭與合作：華生、克里克與韋爾金斯之間存在競爭，但也互相合作 → 科學家之間常有此互動。

(2) Competition and cooperation: Watson, Crick, and Wilkins had both rivalry and collaboration → scientists often face this.

(3) 想像力和創意：華生與克里克憑想像力與創新，從 X 射線繞射圖推論出 DNA 的雙螺旋結構。

(3) Imagination and creativity: Watson and Crick used imagination and creativity to infer the DNA double helix from X-ray images.

📌 考試提醒 (Exam Tips)
科學探究不只靠實驗，還要結合理論推理與創新思維。

Scientific discovery is not only about experiments; it also requires reasoning and creativity.

歷史案例題 → 要能從科學家的互動與方法中推論出科學本質。

In history-of-science questions → infer the nature of science from scientists’ interactions and methods.

常見科學本質屬性：競爭、合作、想像力、創新、證據導向。

Common NOS features: competition, collaboration, imagination, innovation, evidence-based.",
2019,"📌 參考答案 (Suggested Answer)
✅ A. 兩條鏈以相反方向排列。

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

DNA 是由兩條 多核苷酸鏈 構成 → 形成雙螺旋。

DNA consists of two polynucleotide chains → forming a double helix.

這兩條鏈是 反向平行 (antiparallel) 的 → 一條從 5’→3’，另一條從 3’→5’。

These two chains are antiparallel → one runs 5’→3’, the other 3’→5’.

錯誤選項解析：

B ❌：DNA 的骨架是由「糖－磷酸」連接，不是鹼基彼此相連。
C ❌：DNA 中只有一種糖（脫氧核糖）；RNA 才有核糖。
D ❌：DNA 中只有一種磷酸，但有四種含氮鹼基 (A, T, G, C)。
📌 考試提醒 (Exam Tips)
DNA 雙螺旋結構特色：

兩條鏈 → 「反向平行」。
骨架 → 糖 + 磷酸。
內部 → 四種鹼基配對 (A=T, G≡C)。
DNA 只有一種糖 (脫氧核糖)。
記法：「雙反骨」

雙：雙螺旋
反：反向平行
骨：糖－磷酸骨架",
2020,"📌 參考答案 (Suggested Answer)
✅ A. 子細胞的 DNA 含量是 0.5x。
✅ A. The DNA content of each daughter cell is 0.5x.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

題目設定：細胞 P 在有絲分裂前 DNA 含量為 x。

In the question: Cell P has DNA content x before mitosis.

在 間期 (interphase)，DNA 已經完成複製，x 代表複製後的總 DNA 含量。

During interphase, DNA replication has already occurred; x represents the total amount after replication.

有絲分裂時，DNA 平分給兩個子細胞 → 每個子細胞 DNA 含量是 0.5x。

During mitosis, DNA is equally divided into two daughter cells → each daughter cell has DNA content 0.5x.

錯誤選項解析 (Wrong options explained):

B ❌：DNA 含量不能用染色體數平均分，因每條染色體 DNA 含量不等。
B ❌: DNA content cannot be divided simply by chromosome number, as each chromosome may differ in size.
C ❌：題目沒有交代細胞為單倍體或二倍體，不能假設有 8 條染色體。
C ❌: Ploidy of the cell is not given (haploid/diploid), cannot assume there are 8 chromosomes.
D ❌：分裂前仍只有 4 條染色體（但已有姊妹染色分體），不是 8 條。
D ❌: Before division, still only 4 chromosomes (with sister chromatids), not 8 chromosomes.
📌 考試提醒 (Exam Tips)
染色體數量在有絲分裂過程中 不變（例如 4 → 4）。

Chromosome number stays constant during mitosis (e.g. 4 → 4).

DNA 含量會在 間期倍增，然後在分裂時 均分 （x → 0.5x）。

DNA content doubles in interphase and then splits equally during division (x → 0.5x).

常考陷阱 → 分清楚「染色體數量」 (chromosome number) vs 「DNA 含量」 (DNA content)。

Common trap → Differentiate between chromosome number and DNA content.",
2021,"📌 參考答案 (Suggested Answer)
✅ A. 彼此遺傳上完全相同。
✅ A. They are genetically identical.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

無性繁殖的後代：基因組成與母體完全相同 → 沒有基因變異。

Asexual reproduction offspring: genetically identical to the parent → no genetic variation.

結果：適應力較低，面對環境改變時不利，較容易被自然淘汰。

Result: lower adaptability; disadvantaged when the environment changes → more easily eliminated by natural selection.

錯誤選項解析：

B ❌：競爭激烈可發生在有性或無性繁殖個體中，不是差別所在。
B ❌: Intense competition can occur in both modes, not a unique difference.
C ❌：進佔新環境不是繁殖目的，與性/無性繁殖差異無關。
C ❌: Colonizing new environments is not directly tied to the difference.
D ❌：速生長可見於兩者，差別點在是否有 基因多樣性。
D ❌: Rapid growth can happen in both; the key difference is genetic diversity.
📌 考試提醒 (Exam Tips)
無性繁殖 (asexual reproduction) → offspring genetically identical → 適應變化環境能力低。

有性繁殖 (sexual reproduction) → offspring genetically diverse → 提高適應力，增加存活機會。

關鍵差異：是否有基因變異 (genetic variation)，這是自然選擇的基礎。

Key difference: presence of genetic variation, which is the foundation of natural selection.",
2022,"📌 參考答案 (Suggested Answer)
✅ C.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

在顯微鏡下，影像會顛倒 (inverted)。 → 若影像看起來往下移，實際上要把玻片往遠離觀察者的方向移動，才能讓目標（維管束 Vb）回到視野中央。

Under a microscope, images are inverted. → If the image appears to move down, you need to move the slide away from the observer to reposition the vascular bundle (Vb) at the center of the field.

換用高倍數物鏡之前（由 4X → 10X → 40X），必須先讓觀察物正確居中，否則可能會看不到。

Before switching to higher magnification (from 4X → 10X → 40X), the specimen must be centered; otherwise, it will be out of view.

正確步驟：

玻片移動，使 Vb 居中。
換成 10X 物鏡，重新調焦。
Correct steps:

Move the slide to center the Vb.
Switch to 10X objective and refocus.
📌 考試提醒 (Exam Tips)
先居中 → 再換高倍 → 再調焦

Center first → switch to higher magnification → refocus

記得：顯微鏡下影像是上下左右顛倒的 (inverted and reversed)。

Remember: Microscope images are inverted (upside-down and reversed).

若影像往下 → 玻片要往 遠離觀察者 移；影像往右 → 玻片要往 左 移。

If the image moves down → slide should be moved away from you;
if the image moves right → slide should be moved to the left.",
2023,"📌 參考答案 (Suggested Answer)
✅ B. 它往上運輸礦物質。
✅ B. It transports minerals upward.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

圖中標示的組織 Z = 木質部 (xylem)。

The tissue Z = xylem.

木質部的功能：利用蒸騰拉力 (transpiration pull) 與水柱的連續性，將根吸收的 水分和礦物質 往上運送到莖、葉。

Function: through transpiration pull and cohesion of the water column, xylem moves water and minerals upward from the root to the stem and leaves.

錯誤選項：

A ❌：蛋白質並非以木質部運輸。
A ❌: Proteins are not transported by xylem.
C ❌：水分運輸方向是往上，不是往下。
C ❌: Water transport direction is upward, not downward.
D ❌：糖分運輸是韌皮部 (phloem) 功能。
D ❌: Sugars are transported by phloem, not xylem.
📌 考試提醒 (Exam Tips)
木質部 Xylem → 運輸 水分 + 礦物質，方向主要 向上。

Xylem → transports water + minerals, mainly upward.

韌皮部 Phloem → 運輸 有機養分 (糖分等)，方向 向上或向下皆可。

Phloem → transports organic nutrients (e.g. sugars), direction both upward and downward.

記法：「木上礦水，韌全向糖」

木質部：往上運水與礦物質
韌皮部：各方向運糖",
2024,"📌 參考答案 (Suggested Answer)
✅ B. 細胞壁 Cell wall

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

在圖 Y 中有 木質部導管 (xylem vessels)，這些細胞已經死亡，因此 沒有液泡、細胞質、細胞膜。

In figure Y, there are xylem vessels, which are dead cells, so they lack vacuoles, cytoplasm, and cell membranes.

但它們仍保留 細胞壁 (cell wall)，這是所有植物細胞共有的結構，也是木質部加強支撐的來源。

However, they retain their cell walls, which is a structure present in all plant cells and provides mechanical support for xylem.

因此，只有「細胞壁」可以在圖 Y 所示的所有細胞內找到。

Therefore, only the “cell wall” can be found in all cells shown in figure Y.

📌 考試提醒 (Exam Tips)
木質部細胞：死細胞 → 有細胞壁，無細胞膜/細胞質/液泡。

Xylem cells: dead → have cell walls, but no cell membrane, cytoplasm, or vacuole.

區別：

細胞壁 Cell wall → 所有植物細胞皆有 (包括死細胞)。
細胞膜 Cell membrane、細胞質 Cytoplasm、液泡 Vacuole → 只存在於活細胞。
考試技巧：題目若強調「所有細胞都有」→ 答案幾乎總是 細胞壁。

Exam tip: If the question stresses “all cells have it” → The answer is almost always cell wall.
",
2025,"📌 參考答案 (Suggested Answer)
✅ A. 珠珠形成種子。
✅ A. Ovule develops into seed.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

正確 (A)：胚珠 (ovule) 在受精後會發育成 種子 (seed)。

Correct (A): The ovule, after fertilization, develops into a seed.

錯誤選項 (Wrong options):

B ❌：子房 (ovary) 的壁發育成果實的外壁 (fruit wall)，種皮 (seed coat) 來自胚珠外層。
B ❌: The ovary wall develops into the fruit wall, while the seed coat develops from the ovule integument.
C ❌：花粉粒 (pollen grain) 是雄配子 (male gamete) 的載體，不是雄配子本身。
C ❌: A pollen grain is the carrier of the male gamete, not the gamete itself.
D ❌：花絲 (filament) 只有支撐功能，花粉粒生成於花藥 (anther)。
D ❌: The filament’s role is support; pollen grains are formed in the anther.
📌 考試提醒 (Exam Tips)
胚珠 → 種子 (Ovule → Seed)

子房 → 果實 (Ovary → Fruit)

花藥產生花粉粒 (Anther produces pollen grains)

花粉粒攜帶雄配子 (Pollen grain carries male gamete)

常見混淆：

種皮來源：胚珠外皮，不是子房壁。
雄配子 = 精子 (sperm cell)，不是花粉粒。",
2026,"📌 答案 (Answer)
D

📌 詳細解釋 第2 (Detailed Explanation Step 2)
根毛是表皮細胞分化出的延伸結構，功能是吸收水分與礦物質。
Root hairs are extensions of epidermal cells that function in absorbing water and minerals.

根冠 (A)：保護根尖，細胞會不斷脫落與補充，沒有根毛。

Root cap (A): Protects the root tip; cells are constantly shed and replaced, no root hairs here.

延長區 (B) 與 細胞分裂區 (C)：細胞未分化，沒有特定功能，因此沒有根毛。

Elongation zone (B) and cell division zone (C): cells are undifferentiated, without specialized functions, hence no root hairs.

分化區 (D)：細胞開始分化成具特定功能的細胞，如導管、皮層細胞與根毛細胞。

Differentiation zone (D): cells differentiate into specialized types such as xylem, cortex, and root hair cells.

因此，根毛只出現在分化區。
Therefore, root hairs are found only in the differentiation zone.

📌 考試提醒 (Exam Tips)
根毛不是所有區都有，只出現在分化區。
Root hairs only appear in the differentiation zone, not the other zones.

掌握「分裂 → 延長 → 分化 → 根毛」的順序，有助於快速作答。
Remember the order “division → elongation → differentiation → root hair” for quick recall.

根冠的功能是保護，而不是吸收。
The root cap’s role is protection, not absorption.",
2027,"📌 參考答案 (Suggested Answer)
✅ C. 只有 P 和 Q

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

對照實驗裝置 (control setup)：是不含自變項的裝置，用來與實驗組作比較。

Control setup: an apparatus where the independent variable is not applied, used for comparison with the experimental group.

在此研究中，自變項是 生長素 (auxin)。

In this investigation, the independent variable is auxin.

因此，不添加生長素的裝置 P 和 Q 就是對照組：

P：切去頂端但沒有加東西。
Q：加普通瓊脂塊（不含生長素）。
Therefore, P and Q are the control setups:

P: apex removed but nothing added.
Q: agar block without auxin applied.
其他裝置 R、S、T 都含有生長素處理，所以屬於實驗組。

The other setups (R, S, T) include auxin treatments, so they are experimental groups.

📌 考試提醒 (Exam Tips)
對照組 = 沒有處理 (no manipulation) / 不含自變項

Control = no treatment / no independent variable

P、Q：對照 (controls)

R、S、T：實驗 (experiments with auxin)

記法：Control = Plain setup，Experiment = With treatment

Mnemonic: Control = Plain setup, Experiment = With treatment
",
2028,"📌 答案 (Answer)
B

📌 詳細解釋 第2 (Detailed Explanation Step 2)
實驗設計中，所有胚芽鞘的頂端都被切去，然後以不同處理進行比較。
In the experiment, the coleoptile tips were all cut off, and then different treatments were applied.

Q：普通瓊脂塊放在切端，胚芽鞘不再顯著生長。

Q: Plain agar block at the tip → no significant growth of coleoptile.

R：含生長素的瓊脂塊放在切端，明顯促進胚芽鞘的生長。

R: Agar block with auxin placed on tip → coleoptile grows significantly.

S、T：含生長素的瓊脂塊偏向一側，導致胚芽鞘彎曲生長（向一側較多）。

S, T: Agar block with auxin placed to one side → coleoptile bends toward the opposite side.

→ 結果顯示 生長素刺激胚芽鞘生長，同時彎曲現象證明了生長素的不均勻分布會導致差異性伸長。
→ Results show auxin stimulates coleoptile growth, and bending indicates uneven auxin distribution causes differential elongation.

因此正確結論是 B。
Thus, the correct conclusion is B.

📌 考試提醒 (Exam Tips)
胚芽鞘生長與「頂端與生長素」有關，而不是頂端細胞本身。
Coleoptile growth is due to the tip producing auxin, not the structural cells themselves.

彎曲生長表示激素會隨位置不同而產生不均勻效果。
Bending indicates hormones act unevenly depending on their distribution.

這個實驗是著名的「Went 生長素實驗」延伸。
This experiment is an extension of the classic Went’s auxin experiment.",
2029,"📌 答案 (Answer)
C

📌 詳細解釋 第2 (Detailed Explanation Step 2)
霍亂 (Cholera)：病原體是細菌──霍亂弧菌，透過水或受污染食物傳播。

Cholera: Caused by a bacterium Vibrio cholerae, transmitted through water or contaminated food.

乙型肝炎 (Hepatitis B)：病原體是病毒（乙型肝炎病毒），主要透過血液、體液傳染。

Hepatitis B: Caused by a virus (Hepatitis B virus), transmitted mainly via blood and body fluids.

因此，正確答案是 C：乙型肝炎－病毒－體液傳染。
Therefore, the correct answer is C: Hepatitis B – virus – body fluid transmission.

📌 考試提醒 (Exam Tips)
霍亂 → 細菌 → 水或食物。
Cholera → Bacterium → Water/Food.

乙型肝炎 → 病毒 → 體液傳染（輸血、性行為、共用針具）。
Hepatitis B → Virus → Body fluids (blood transfusion, sexual contact, shared needles).

記住：食源性傳染不一定都是細菌，必須分清楚例子。
Remember: Not all foodborne infections are bacterial, so distinguish examples carefully.",
2030,"📌 答案 (Answer)
C

📌 詳細解釋 第2 (Detailed Explanation Step 2)
免疫力指的是特異性防禦機制，主要由淋巴細胞（如 B 細胞與 T 細胞）執行。
Immunity refers to specific defense mechanisms, mainly carried out by lymphocytes (B cells and T cells).

吞噬作用 (A)：屬於非特異性防禦，由吞噬細胞（如巨噬細胞）進行。

Phagocytosis (A): Part of nonspecific defense, carried out by phagocytes (e.g., macrophages).

炎症 (B)：屬於非特異性防禦，反應是血管擴張與免疫細胞聚集。

Inflammation (B): A nonspecific defense, involving vasodilation and immune cell recruitment.

血凝塊 (D)：屬於非特異性防禦，用來防止病原體進入與傷口感染。

Blood clotting (D): Also a nonspecific defense, preventing pathogen entry through wounds.

記憶細胞 (C)：屬於特異性免疫，能記住特定病原體，再次感染時快速反應，提供真正免疫力。

Memory cells (C): Belong to specific immunity, remembering pathogens and responding faster upon reinfection, providing true immunity.

因此，正確答案是 C。
Thus, the correct answer is C.

📌 考試提醒 (Exam Tips)
非特異性防禦：第一道與第二道防線（如皮膚、吞噬作用、炎症、凝血）。
Nonspecific defenses: first and second lines (e.g., skin, phagocytosis, inflammation, clotting).

特異性防禦：第三道防線，由淋巴細胞與抗體參與。
Specific defenses: third line, involving lymphocytes and antibodies.

看到「免疫力」，要聯想到記憶細胞或抗體反應。
When you see “immunity,” think of memory cells or antibody responses.",
2031,"📌 答案 (Answer)
D

📌 詳細解釋 第2 (Detailed Explanation Step 2)
個體 1
血糖從 0–120 分鐘持續上升並維持高水平，胰島素卻沒有明顯增加 → 顯示 胰島素分泌不足 → 第一型糖尿病。
Individual 1
Blood glucose keeps rising (0–120 min) and remains high, but insulin secretion barely increases → insulin deficiency → Type I diabetes.

個體 2
血糖和胰島素水平均上升，隨後下降 → 表明胰島素能有效降低血糖 → 正常，沒有糖尿病。
Individual 2
Both blood glucose and insulin rise, then decline → insulin effectively lowers glucose → healthy (no diabetes).

個體 3
血糖和胰島素水平均上升，但都維持在高水平 → 顯示胰島素有分泌，但作用效果差 → 第二型糖尿病。
Individual 3
Both glucose and insulin rise and stay high → insulin present but ineffective → Type II diabetes.

因此答案是 D：個體1 → 一型糖尿病；個體2 → 沒有糖尿病；個體3 → 二型糖尿病。
Therefore, answer is D: Individual 1 → Type I diabetes; Individual 2 → No diabetes; Individual 3 → Type II diabetes.

📌 考試提醒 (Exam Tips)
Type I：胰島素分泌不足 → 血糖上升但胰島素曲線平。

Type I: No insulin secretion → glucose up, insulin flat.

Type II：胰島素有分泌，但作用效果差 → 血糖和胰島素都偏高。

Type II: Insulin secreted but ineffective → both glucose & insulin remain high.

正常：血糖升高 → 胰島素上升 → 血糖下降。

Normal: Glucose rises → insulin rises → glucose falls.
",
2032,"📌 答案 (Answer)
B

📌 詳細解釋 第2 (Detailed Explanation Step 2)
題目圖表顯示：生物 X 與 Y 的族群數變化呈現 平行波動。
The graph shows: the population sizes of organisms X and Y fluctuate in parallel.

若是 捕食 (A)：一方上升 → 另一方下降，族群數會呈現相位差。

If it were predation (A): when one rises, the other falls (phase difference).

若是 競爭 (C)：一方增多，另一方應減少，不會呈現平行波動。

If it were competition (C): one increases while the other decreases, not parallel.

若是 片利共生 (D)：僅一方受益，另一方族群數應不變或無關。

If it were commensalism (D): only one benefits; the partner's population should stay unaffected.

互利共生 (B)：雙方都受益，兩者族群數能同步上升與下降 → 和圖相符。

Mutualism (B): both benefit, leading to synchronous rise and fall in population sizes → matches the graph.

因此正確答案是 B。
Therefore, the answer is B.

📌 考試提醒 (Exam Tips)
捕食 → 獵物與捕食者族群數 交錯波動。

Predation → prey and predator populations show out-of-phase cycles.

競爭 → 一方增加，另一方應減少。

Competition → increase in one leads to decrease in the other.

平行上升下降，大多指互利共生。

Parallel increase/decrease usually indicates mutualism.",
2033,"📌 答案 (Answer)
D

📌 詳細解釋 第2 (Detailed Explanation Step 2)
圖表顯示同一種植物在高度上有 矮型與高型兩個群體，且中間缺乏過渡型。
The graph shows that the same plant species appears in two groups: dwarf and tall, with no intermediate forms.

A 錯：兩個群體可能是同一物種基因型差異，而非不同物種。

A wrong: The two groups can be different genotypes of the same species, not two different species.

B 錯：矮與高屬於不連續變異（由少數等位基因決定），而連續變異通常由多基因決定。

B wrong: Dwarf and tall are examples of discontinuous variation (few alleles control), while continuous variation is usually polygenic.

C 錯：樣本多達 100，仍未出現中間型，證明基因型不會產生中間株，並非因為抽樣不足。

C wrong: 100 samples yet no intermediates → proves genotype lacks mid-range plants, not due to insufficient sampling.

D 對：同一種植物在高與矮群體內仍有高度差異 → 屬於連續變異；但在「高 vs 矮」之間完全缺乏過渡 → 屬於不連續變異。

D correct: Within dwarf and tall groups, plant heights vary (continuous variation); but between groups, no intermediates are present (discontinuous variation).

因此答案是 D。
Thus the answer is D.

📌 考試提醒 (Exam Tips)
連續變異：受多基因控制，呈現頻譜（如身高、體重）。

Continuous variation: controlled by many genes, shows a spectrum (e.g., height, weight).

不連續變異：由少數基因決定，表現為明顯分組（如血型、矮 vs 高）。

Discontinuous variation: controlled by a few genes, shows clear categories (e.g., blood type, dwarf vs tall).

同一圖內，若「群體內有變化」+「群體間有斷層」，就是 連續＋不連續並存。

In a single graph, if “within-group variation” + “between-group gap” → continuous + discontinuous coexist.",
2034,"📌 答案 (Answer)
D

📌 詳細解釋 第2 (Detailed Explanation Step 2)
該植物的高度同時表現出 連續變異與不連續變異，所以受到基因與環境的雙重影響。
The plant height shows both continuous and discontinuous variation, meaning it is influenced by both genes and environment.

A 親代高度：影響基因組合，會影響子代植物高度。

A Parent height: Reflects genetic inheritance, influences offspring plant height.

B 光強度：影響光合作用，進而影響植株生長。

B Light intensity: Affects photosynthesis, thus influencing plant growth.

C 染色體的獨立分配：影響基因組合與後代變異，屬遺傳因素。

C Independent assortment of chromosomes: Alters genetic combinations and offspring variation, a genetic factor.

D 氧濃度：植物可藉光合作用自行製造氧氣，外界氧氣濃度對生長影響最小，也無法作用於基因組合。

D Oxygen concentration: Plants produce their own oxygen via photosynthesis; external oxygen has minimal effect on growth and does not affect genetic makeup.

因此，答案是 D。
Therefore, the answer is D.

📌 考試提醒 (Exam Tips)
植物高度變異可同時由遺傳與環境決定。

Plant height variation is determined by both genetics and environment.

光強度影響大；氧氣濃度影響小。

Light intensity has a strong impact; oxygen concentration has little effect.

選項涉及「基因重組」或「親代特徵」通常是重要遺傳因素。

Options about “genetic recombination” or “parent traits” usually indicate major genetic factors.",
2035,"📌 答案 (Answer)
A

📌 詳細解釋 第2 (Detailed Explanation Step 2)
觀察族譜：

個體 14 是正常男性，但他的父母 (個體 8 與 9) 都是受影響者。
Individual 14 is a normal male, but both his parents (8 and 9) are affected.
如果是「常染色體顯性」：
父母各自至少有一條致病等位基因。
他從父母其中一方繼承了一條正常等位基因 → 成為正常人。
✅ 完全符合此模式。
Parents must each have at least one diseased allele.
He inherits one normal allele from either parent → phenotype normal.
✅ Matches autosomal dominant inheritance.
如果是「常染色體隱性」：
若父母都是患者，他們一定是 aa × aa → 子代一定為 aa，不可能出現正常人。
❌ 不符合。
If both parents are affected (aa × aa), then all offspring must be affected (aa).
❌ Not possible.
如果是「X 連鎖隱性」：
母親 (個體 9) 是患者 → 她的所有兒子 (如個體 14) 必定受影響。
❌ 不符合。
Mother (9) affected → all her sons would be affected.
❌ Not possible.
如果是「X 連鎖顯性」：
母親 (個體 9) 是患者 → 兒子有一半機率受影響，一半可能正常。
這雖可能，但父親 (個體 8) 也是患者（男性只有一個 X），表示他必定把致病基因傳給所有女兒 → 但圖中不一定全部符合。
綜合來看，族譜最合理為常染色體顯性。
Mother (9) affected → sons have 50% chance affected.
Father (8) affected (male, one X) → would transmit mutant allele to all daughters.
Not fully consistent with diagram.
因此，最合理的答案：A「常染色體顯性」。
Therefore, the most reasonable answer: A Autosomal dominant.

📌 考試提醒 (Exam Tips)
常染色體隱性：兩患者→子代必定患者。

Autosomal recessive: two affected → ALL offspring affected.

X 連鎖隱性：母親患者 → 所有兒子都會受影響。

X-linked recessive: affected mother → all sons affected.

X 連鎖顯性：父親患者 → 所有女兒必受影響。

X-linked dominant: affected father → all daughters must be affected.

碰到「父母皆患病，子女有人正常」→ 幾乎就是 常染色體顯性。

If “both parents affected but a child is normal” → almost always autosomal dominant.",
